# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 22 22:24:17 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_rah:         RA [hrs]
#
rowid	pl_hostname	pl_letter	pl_discmethod	pl_pnum	ra_str	ra	dec_str	dec	st_rah
1769	OGLE 2011-BLG-265L	b	Microlensing	1	17h57m47.72s	269.448833	-27d23m40.3s	-27.394528	17.96325556
1770	OGLE 2012-BLG-0563L	b	Microlensing	1	18h05m57.72s	271.490500	-27d42m43.2s	-27.712000	18.09936667
1771	OGLE 2012-BLG-26L	b	Microlensing	2	17h34m18.70s	263.577917	-27d08m33.9s	-27.142750	17.57186111
1772	OGLE 2012-BLG-26L	c	Microlensing	2	17h34m18.70s	263.577917	-27d08m33.9s	-27.142750	17.57186111
1773	OGLE 2012-BLG-358L	b	Microlensing	1	17h42m46.77s	265.694875	-24d15m39.6s	-24.261000	17.71299167
1774	OGLE 2012-BLG-406L	b	Microlensing	1	17h53m18.17s	268.325708	-30d28m16.2s	-30.471167	17.88838053
1775	OGLE 2013-BLG-0723L B	b	Microlensing	1	17h34m40.51s	263.668792	-27d26m53.2s	-27.448111	17.57791944
1776	OGLE 2013-BLG-102L	b	Microlensing	1	17h52m07.08s	268.029500	-31d41m26.1s	-31.690583	17.86863333
1777	OGLE 2013-BLG-341L B	b	Microlensing	1	17h52m07.49s	268.031208	-29d50m46.0s	-29.846111	17.86874722
1778	OGLE 2014-BLG-124L	b	Microlensing	1	18h02m29.21s	270.621708	-28d23m46.5s	-28.396250	18.04144722
1779	OGLE 2015-BLG-0966L	b	Microlensing	1	17h55m01.02s	268.754250	-29d02m49.6s	-29.047111	17.91695000
1780	OGLE-TR-056	b	Transit	1	17h56m35.51s	269.147958	-29d32m21.2s	-29.539222	17.94319722
1781	OGLE-TR-10	b	Transit	1	17h51m28.25s	267.867708	-29d52m34.9s	-29.876361	17.85784722
1782	OGLE-TR-111	b	Transit	1	10h53m17.91s	163.324625	-61d24m20.3s	-61.405639	10.88830833
1783	OGLE-TR-113	b	Transit	1	10h52m24.40s	163.101667	-61d26m48.5s	-61.446806	10.87344444
1784	OGLE-TR-132	b	Transit	1	10h50m34.72s	162.644667	-61d57m25.9s	-61.957194	10.84297778
1785	OGLE-TR-182	b	Transit	1	11h09m18.71s	167.327963	-61d05m42.9s	-61.095257	11.15519753
1786	OGLE-TR-211	b	Transit	1	10h40m14.39s	160.059951	-62d27m20.2s	-62.455601	10.67066340
1787	OGLE2-TR-L9	b	Transit	1	11h07m55.18s	166.979921	-61d08m46.5s	-61.146263	11.13199473
1788	Oph 11	b	Imaging	1	16h22m25.21s	245.605058	-24d05m13.9s	-24.087208	16.37367053
1789	PH1	b	Transit	1	19h52m51.63s	298.215108	+39d57m18.4s	39.955104	19.88100720
1790	PH2	b	Transit	1	19h19m03.26s	289.763590	+51d57m45.4s	51.962601	19.31757267
1791	POTS-1	b	Transit	1	13h34m26.13s	203.608877	-66d34m52.0s	-66.581116	13.57392513
1792	PSR B1257+12	b	Pulsar Timing	3	13h00m03.58s	195.014903	+12d40m56.5s	12.682353	13.00099353
1793	PSR B1257+12	c	Pulsar Timing	3	13h00m03.58s	195.014903	+12d40m56.5s	12.682353	13.00099353
1794	PSR B1257+12	d	Pulsar Timing	3	13h00m03.58s	195.014903	+12d40m56.5s	12.682353	13.00099353
1795	PSR B1620-26	b	Pulsar Timing	1	16h23m38.22s	245.909262	-26d31m53.7s	-26.531594	16.39395078
1796	PSR J1719-1438	b	Pulsar Timing	1	17h19m10.07s	259.791971	-14d38m01.0s	-14.633600	17.31946472
1797	Pr0201	b	Radial Velocity	1	08h41m43.82s	130.432596	+20d13m36.8s	20.226891	8.69550640
1798	Pr0211	b	Radial Velocity	2	08h42m11.49s	130.547882	+19d16m37.4s	19.277044	8.70319213
1799	Pr0211	c	Radial Velocity	2	08h42m11.49s	130.547882	+19d16m37.4s	19.277044	8.70319213
1800	Qatar-1	b	Transit	1	20h13m31.60s	303.381672	+65d09m43.3s	65.162041	20.22544480
1801	Qatar-2	b	Transit	1	13h50m37.41s	207.655866	-06d48m14.5s	-6.804028	13.84372440
1802	ROXs 12	b	Imaging	1	16h26m27.75s	246.615609	-25d27m24.7s	-25.456865	16.44104060
1803	ROXs 42 B	b	Imaging	1	16h31m15.02s	247.812567	-24d32m43.7s	-24.545471	16.52083780
1804	RR Cae	b	Eclipse Timing Variations	1	04h21m05.56s	65.273181	-48d39m07.1s	-48.651976	4.35154539
1805	Ross 458	c	Imaging	1	13h00m46.58s	195.194092	+12d22m32.6s	12.375724	13.01293945
1806	SR 12 AB	c	Imaging	1	16h27m19.51s	246.831300	-24d41m40.4s	-24.694553	16.45542000
1807	SWEEPS-11	b	Transit	1	17h59m02.00s	269.758333	-29d11m53.5s	-29.198194	17.98388889
1808	SWEEPS-4	b	Transit	1	17h58m53.92s	269.724667	-29d11m20.6s	-29.189056	17.98164444
1809	TYC 1422-614-1	b	Radial Velocity	2	10h17m06.67s	154.277798	+19d33m30.5s	19.558472	10.28518653
1810	TYC 1422-614-1	c	Radial Velocity	2	10h17m06.67s	154.277798	+19d33m30.5s	19.558472	10.28518653
1811	TrES-1	b	Transit	1	19h04m09.85s	286.041062	+36d37m57.5s	36.632629	19.06940413
1812	TrES-2	b	Transit	1	19h07m14.03s	286.808473	+49d18m59.0s	49.316402	19.12056487
1813	TrES-3	b	Transit	1	17h52m07.02s	268.029265	+37d32m46.2s	37.546154	17.86861767
1814	TrES-4	b	Transit	1	17h53m13.04s	268.304354	+37d12m42.7s	37.211849	17.88695693
1815	TrES-5	b	Transit	1	20h20m53.24s	305.221841	+59d26m55.6s	59.448788	20.34812273
1816	USco CTIO 108	b	Imaging	1	16h05m54.08s	241.475320	-18d18m44.4s	-18.312332	16.09835467
1817	UZ For	b	Eclipse Timing Variations	2	03h35m28.64s	53.869338	-25d44m21.8s	-25.739395	3.59128920
1818	UZ For	c	Eclipse Timing Variations	2	03h35m28.64s	53.869338	-25d44m21.8s	-25.739395	3.59128920
1819	V0391 Peg	b	Pulsation Timing Variations	1	22h04m12.11s	331.050440	+26d25m07.9s	26.418860	22.07002933
1820	VHS J125601.92-125723.9	b	Imaging	1	12h56m02.15s	194.008964	-12d57m21.7s	-12.956031	12.93393093
1821	WASP-1	b	Transit	1	00h20m40.07s	5.166978	+31d59m24.0s	31.989990	0.34446520
1822	WASP-10	b	Transit	1	23h15m58.30s	348.992912	+31d27m46.3s	31.462852	23.26619413
1823	WASP-100	b	Transit	1	04h35m50.33s	68.959728	-64d01m37.3s	-64.027039	4.59731520
1824	WASP-101	b	Transit	1	06h33m24.26s	98.351102	-23d29m10.4s	-23.486210	6.55674013
1825	WASP-103	b	Transit	1	16h37m15.57s	249.314868	+07d11m00.1s	7.183352	16.62099120
1826	WASP-104	b	Transit	1	10h42m24.58s	160.602432	+07d26m06.1s	7.435026	10.70682880
1827	WASP-106	b	Transit	1	11h05m43.14s	166.429747	-05d04m45.9s	-5.079412	11.09531647
1828	WASP-11	b	Transit	1	03h09m28.55s	47.368964	+30d40m24.9s	30.673594	3.15793093
1829	WASP-117	b	Transit	1	02h27m06.10s	36.775432	-50d17m04.3s	-50.284519	2.45169547
1830	WASP-12	b	Transit	1	06h30m32.79s	97.636640	+29d40m20.2s	29.672291	6.50910933
1831	WASP-13	b	Transit	1	09h20m24.71s	140.102976	+33d52m56.8s	33.882439	9.34019840
1832	WASP-135	b	Transit	1	17h49m08.39s	267.284974	+29d52m44.8s	29.879107	17.81899827
1833	WASP-14	b	Transit	1	14h33m06.35s	218.276477	+21d53m41.0s	21.894714	14.55176513
1834	WASP-15	b	Transit	1	13h55m42.71s	208.927939	-32d09m34.6s	-32.159607	13.92852927
1835	WASP-16	b	Transit	1	14h18m43.93s	214.683032	-20d16m31.7s	-20.275484	14.31220213
1836	WASP-17	b	Transit	1	15h59m50.95s	239.962306	-28d03m42.2s	-28.061733	15.99748707
1837	WASP-18	b	Transit	1	01h37m25.03s	24.354311	-45d40m40.4s	-45.677887	1.62362073
1838	WASP-19	b	Transit	1	09h53m40.08s	148.417002	-45d39m33.1s	-45.659191	9.89446680
1839	WASP-2	b	Transit	1	20h30m54.13s	307.725542	+06d25m46.3s	6.429536	20.51503613
1840	WASP-20	b	Transit	1	00h20m38.53s	5.160559	-23d56m08.6s	-23.935728	0.34403727
1841	WASP-21	b	Transit	1	23h09m58.25s	347.492721	+18d23m45.9s	18.396086	23.16618140
1842	WASP-22	b	Transit	1	03h31m16.33s	52.818043	-23d49m10.9s	-23.819702	3.52120287
1843	WASP-23	b	Transit	1	06h44m30.62s	101.127587	-42d45m42.6s	-42.761826	6.74183913
1844	WASP-24	b	Transit	1	15h08m51.74s	227.215586	+02d20m35.9s	2.343304	15.14770573
1845	WASP-25	b	Transit	1	13h01m26.37s	195.359879	-27d31m19.9s	-27.522200	13.02399193
1846	WASP-26	b	Transit	1	00h18m24.70s	4.602897	-15d16m02.3s	-15.267305	0.30685980
1847	WASP-28	b	Transit	1	23h34m27.88s	353.616152	-01d34m48.2s	-1.580064	23.57441013
1848	WASP-29	b	Transit	1	23h51m31.09s	357.879538	-39d54m24.2s	-39.906719	23.85863587
1849	WASP-3	b	Transit	1	18h34m31.63s	278.631793	+35d39m41.5s	35.661533	18.57545287
1850	WASP-31	b	Transit	1	11h17m45.37s	169.439021	-19d03m17.2s	-19.054773	11.29593473
1851	WASP-32	b	Transit	1	00h15m50.80s	3.961682	+01d12m01.6s	1.200451	0.26411213
1852	WASP-33	b	Transit	1	02h26m51.06s	36.712746	+37d33m01.7s	37.550484	2.44751638
1853	WASP-34	b	Transit	1	11h01m35.89s	165.399561	-23d51m38.3s	-23.860636	11.02663740
1854	WASP-35	b	Transit	1	05h04m19.63s	76.081782	-06d13m47.4s	-6.229821	5.07211880
1855	WASP-36	b	Transit	1	08h46m19.30s	131.580405	-08d01m37.0s	-8.026946	8.77202700
1856	WASP-37	b	Transit	1	14h47m46.56s	221.943987	+01d03m53.9s	1.064966	14.79626580
1857	WASP-38	b	Transit	1	16h15m50.36s	243.959845	+10d01m57.2s	10.032566	16.26398967
1858	WASP-39	b	Transit	1	14h29m18.41s	217.326702	-03d26m40.3s	-3.444534	14.48844680
1859	WASP-4	b	Transit	1	23h34m15.08s	353.562841	-42d03m41.1s	-42.061428	23.57085607
1860	WASP-41	b	Transit	2	12h42m28.50s	190.618736	-30d38m23.5s	-30.639870	12.70791573
1861	WASP-41	c	Radial Velocity	2	12h42m28.50s	190.618736	-30d38m23.5s	-30.639870	12.70791573
1862	WASP-42	b	Transit	1	12h51m55.57s	192.981545	-42d04m25.0s	-42.073608	12.86543633
1863	WASP-43	b	Transit	1	10h19m38.01s	154.908372	-09d48m22.6s	-9.806276	10.32722480
1864	WASP-44	b	Transit	1	00h15m36.76s	3.903165	-11d56m17.2s	-11.938115	0.26021100
1865	WASP-45	b	Transit	1	00h20m57.00s	5.237497	-35d59m53.7s	-35.998260	0.34916647
1866	WASP-46	b	Transit	1	21h14m56.88s	318.736981	-55d52m18.4s	-55.871780	21.24913207
1867	WASP-47	b	Transit	4	22h04m48.73s	331.203047	-12d01m08.0s	-12.018885	22.08020313
1868	WASP-47	c	Radial Velocity	4	22h04m48.73s	331.203047	-12d01m08.0s	-12.018885	22.08020313
1869	WASP-47	d	Transit	4	22h04m48.73s	331.203047	-12d01m08.0s	-12.018885	22.08020313
1870	WASP-47	e	Transit	4	22h04m48.73s	331.203047	-12d01m08.0s	-12.018885	22.08020313
1871	WASP-48	b	Transit	1	19h24m38.96s	291.162330	+55d28m23.4s	55.473160	19.41082200
1872	WASP-49	b	Transit	1	06h04m21.46s	91.089427	-16d57m55.1s	-16.965294	6.07262847
1873	WASP-5	b	Transit	1	23h57m23.76s	359.348991	-41d16m37.7s	-41.277149	23.95659940
1874	WASP-50	b	Transit	1	02h54m45.14s	43.688073	-10d53m53.1s	-10.898080	2.91253820
1875	WASP-52	b	Transit	1	23h13m58.74s	348.494748	+08d45m40.5s	8.761262	23.23298320
1876	WASP-54	b	Transit	1	13h41m49.03s	205.454308	-00d07m41.1s	-0.128076	13.69695387
1877	WASP-55	b	Transit	1	13h35m01.95s	203.758114	-17d30m12.5s	-17.503464	13.58387427
1878	WASP-56	b	Transit	1	12h13m27.91s	183.366285	+23d03m20.5s	23.055698	12.22441900
1879	WASP-57	b	Transit	1	14h55m16.82s	223.820104	-02d03m27.6s	-2.057665	14.92134027
1880	WASP-58	b	Transit	1	18h18m48.26s	274.701064	+45d10m19.3s	45.172016	18.31340427
1881	WASP-59	b	Transit	1	23h18m29.55s	349.623126	+24d53m21.4s	24.889290	23.30820840
1882	WASP-6	b	Transit	1	23h12m37.74s	348.157246	-22d40m26.2s	-22.673937	23.21048307
1883	WASP-60	b	Transit	1	23h46m39.98s	356.666564	+31d09m21.4s	31.155935	23.77777093
1884	WASP-61	b	Transit	1	05h01m11.92s	75.299663	-26d03m14.9s	-26.054144	5.01997753
1885	WASP-62	b	Transit	1	05h48m33.59s	87.139961	-63d59m18.4s	-63.988434	5.80933073
1886	WASP-63	b	Transit	1	06h17m20.74s	94.336431	-38d19m23.7s	-38.323257	6.28909540
1887	WASP-64	b	Transit	1	06h44m27.61s	101.115041	-32d51m30.2s	-32.858402	6.74100273
1888	WASP-65	b	Transit	1	08h53m17.83s	133.324304	+08d31m22.9s	8.523038	8.88828693
1889	WASP-66	b	Transit	1	10h32m53.99s	158.224966	-34d59m23.4s	-34.989845	10.54833107
1890	WASP-67	b	Transit	1	19h42m58.52s	295.743840	-19d56m58.5s	-19.949596	19.71625600
1891	WASP-68	b	Transit	1	20h20m22.99s	305.095785	-19d18m52.8s	-19.314680	20.33971900
1892	WASP-69	b	Transit	1	21h00m06.19s	315.025778	-05d05m39.9s	-5.094404	21.00171853
1893	WASP-7	b	Transit	1	20h44m10.23s	311.042609	-39d13m31.0s	-39.225273	20.73617393
1894	WASP-70 A	b	Transit	1	21h01m54.47s	315.476951	-13d25m59.6s	-13.433218	21.03179673
1895	WASP-71	b	Transit	1	01h57m03.20s	29.263338	+00d45m31.8s	0.758834	1.95088920
1896	WASP-72	b	Transit	1	02h44m09.60s	41.039999	-30d10m08.5s	-30.169039	2.73599993
1897	WASP-73	b	Transit	1	21h19m47.91s	319.949610	-58d08m56.0s	-58.148876	21.32997400
1898	WASP-74	b	Transit	1	20h18m09.32s	304.538823	-01d04m32.4s	-1.075676	20.30258820
1899	WASP-75	b	Transit	1	22h49m32.57s	342.385707	-10d40m32.0s	-10.675560	22.82571380
1900	WASP-76	b	Transit	1	01h46m31.86s	26.632746	+02d42m01.9s	2.700539	1.77551640
1901	WASP-77 A	b	Transit	1	02h28m37.23s	37.155115	-07d03m38.5s	-7.060681	2.47700767
1902	WASP-78	b	Transit	1	04h15m01.50s	63.756240	-22d06m59.2s	-22.116434	4.25041600
1903	WASP-79	b	Transit	1	04h25m29.02s	66.370903	-30d36m01.6s	-30.600445	4.42472687
1904	WASP-8	b	Transit	2	23h59m36.07s	359.900292	-35d01m53.0s	-35.031391	23.99335280
1905	WASP-8	c	Radial Velocity	2	23h59m36.07s	359.900292	-35d01m53.0s	-35.031391	23.99335280
1906	WASP-80	b	Transit	1	20h12m40.18s	303.167407	-02d08m39.1s	-2.144208	20.21116047
1907	WASP-82	b	Transit	1	04h50m38.56s	72.660671	+01d53m38.1s	1.893921	4.84404473
1908	WASP-83	b	Transit	1	12h40m36.50s	190.152085	-19d17m03.3s	-19.284243	12.67680567
1909	WASP-84	b	Transit	1	08h44m25.70s	131.107099	+01d51m36.1s	1.860033	8.74047327
1910	WASP-88	b	Transit	1	20h38m02.69s	309.511192	-48d27m43.4s	-48.462067	20.63407947
1911	WASP-89	b	Transit	1	20h55m35.99s	313.899962	-18d58m16.0s	-18.971106	20.92666413
1912	WASP-90	b	Transit	1	21h02m07.67s	315.531971	+07d03m22.4s	7.056235	21.03546473
1913	WASP-94 A	b	Transit	1	20h55m07.94s	313.783098	-34d08m08.0s	-34.135555	20.91887320
1914	WASP-94 B	b	Radial Velocity	1	20h55m09.16s	313.788158	-34d08m07.9s	-34.135521	20.91921053
1915	WASP-95	b	Transit	1	22h29m49.73s	337.457189	-48d00m11.1s	-48.003086	22.49714593
1916	WASP-96	b	Transit	1	00h04m11.12s	1.046351	-47d21m38.3s	-47.360626	0.06975673
1917	WASP-97	b	Transit	1	01h38m25.04s	24.604338	-55d46m19.5s	-55.772083	1.64028920
1918	WASP-98	b	Transit	1	03h53m42.91s	58.428794	-34d19m41.5s	-34.328194	3.89525293
1919	WASP-99	b	Transit	1	02h39m35.45s	39.897688	-50d00m28.8s	-50.008003	2.65984587
1920	WD 0806-661	b	Imaging	1	08h06m53.74s	121.723902	-66d18m16.7s	-66.304650	8.11492677
1921	WISEP J121756.91+162640.2 A	b	Imaging	1	12h17m56.91s	184.487125	+16d26m40.2s	16.444500	12.29914167
1922	WTS-1	b	Transit	1	19h35m58.37s	293.993200	+36d17m25.2s	36.290325	19.59954667
1923	WTS-2	b	Transit	1	19h34m55.87s	293.732796	+36d48m55.8s	36.815491	19.58218640
1924	Wolf 1061	b	Radial Velocity	3	16h30m18.06s	247.575241	-12d39m45.3s	-12.662594	16.50501607
1925	Wolf 1061	c	Radial Velocity	3	16h30m18.06s	247.575241	-12d39m45.3s	-12.662594	16.50501607
1926	Wolf 1061	d	Radial Velocity	3	16h30m18.06s	247.575241	-12d39m45.3s	-12.662594	16.50501607
1927	XO-1	b	Transit	1	16h02m11.84s	240.549350	+28d10m10.5s	28.169586	16.03662333
1928	XO-2 N	b	Transit	1	07h48m06.47s	117.026968	+50d13m32.9s	50.225800	7.80179787
1929	XO-2 S	b	Radial Velocity	2	07h48m07.48s	117.031174	+50d13m03.2s	50.217556	7.80207827
1930	XO-2 S	c	Radial Velocity	2	07h48m07.48s	117.031174	+50d13m03.2s	50.217556	7.80207827
1931	XO-3	b	Transit	1	04h21m52.70s	65.469581	+57d49m01.9s	57.817181	4.36463873
1932	XO-4	b	Transit	1	07h21m33.17s	110.388223	+58d16m05.2s	58.268108	7.35921487
1933	XO-5	b	Transit	1	07h46m51.97s	116.716527	+39d05m40.5s	39.094578	7.78110180
1934	alf Ari	b	Radial Velocity	1	02h07m10.41s	31.793364	+23d27m44.7s	23.462423	2.11955757
1935	alf Tau	b	Radial Velocity	1	04h35m55.24s	68.980164	+16d30m33.5s	16.509302	4.59867757
1936	bet Cnc	b	Radial Velocity	1	08h16m30.92s	124.128838	+09d11m08.0s	9.185545	8.27525584
1937	bet Pic	b	Imaging	1	05h47m17.09s	86.821198	-51d03m59.4s	-51.066513	5.78807983
1938	bet UMi	b	Radial Velocity	1	14h50m42.33s	222.676361	+74d09m19.8s	74.155502	14.84509074
1939	eps CrB	b	Radial Velocity	1	15h57m35.25s	239.396881	+26d52m40.4s	26.877880	15.95979207
1940	eps Eri	b	Radial Velocity	1	03h32m55.84s	53.232685	-09d27m29.7s	-9.458262	3.54884567
1941	eps Tau	b	Radial Velocity	1	04h28m37.00s	67.154167	+19d10m49.6s	19.180431	4.47694448
1942	gam 1 Leo	b	Radial Velocity	1	10h19m58.36s	154.993149	+19d50m29.4s	19.841488	10.33287659
1943	gam Cep	b	Radial Velocity	1	23h39m20.85s	354.836884	+77d37m56.2s	77.632278	23.65579224
1944	kap And	b	Imaging	1	23h40m24.51s	355.102112	+44d20m02.2s	44.333931	23.67347412
1945	kap CrB	b	Radial Velocity	1	15h51m13.93s	237.808044	+35d39m26.6s	35.657383	15.85386963
1946	mu Leo	b	Radial Velocity	1	09h52m45.82s	148.190903	+26d00m25.0s	26.006952	9.87939351
1947	nu Oph	b	Radial Velocity	2	17h59m01.59s	269.756622	-09d46m25.1s	-9.773632	17.98377482
1948	nu Oph	c	Radial Velocity	2	17h59m01.59s	269.756622	-09d46m25.1s	-9.773632	17.98377482
1949	ome Ser	b	Radial Velocity	1	15h50m17.55s	237.573105	+02d11m47.4s	2.196509	15.83820699
1950	omi CrB	b	Radial Velocity	1	15h20m08.56s	230.035660	+29d36m58.4s	29.616209	15.33571065
1951	omi UMa	b	Radial Velocity	1	08h30m15.87s	127.566124	+60d43m05.4s	60.718170	8.50440826
1952	psi Dra B	b	Radial Velocity	1	17h41m58.10s	265.492096	+72d09m24.9s	72.156914	17.69947306
1953	tau Boo	b	Radial Velocity	1	13h47m15.74s	206.815598	+17d27m24.9s	17.456905	13.78770650
1954	tau Gem	b	Radial Velocity	1	07h11m08.37s	107.784882	+30d14m42.6s	30.245163	7.18565877
1955	ups And	b	Radial Velocity	4	01h36m47.84s	24.199345	+41d24m19.7s	41.405460	1.61328964
1956	ups And	c	Radial Velocity	4	01h36m47.84s	24.199345	+41d24m19.7s	41.405460	1.61328964
1957	ups And	d	Radial Velocity	4	01h36m47.84s	24.199345	+41d24m19.7s	41.405460	1.61328964
1958	ups And	e	Radial Velocity	4	01h36m47.84s	24.199345	+41d24m19.7s	41.405460	1.61328964
1959	xi Aql	b	Radial Velocity	1	19h54m14.88s	298.562012	+08d27m41.2s	8.461452	19.90413411
